pxcor,pycor,patchrent,OAID,patch_borough,spend,reachable_pubs,reachable_consumers,reachable_spending,initial_pubs,dead_pubs,current_pubs
-52,41,5574.999999999999,E00011011,Harrow,80167.34,8,116,12189148,0,0,1
0,-13,7110,E00020516,Southwark,227565,25,147,27777373,0,0,0
-60,16,5425,E00006679,Ealing,122284,12,79,9008489,0,0,0
34,47,5500,E00018424,Redbridge,63755.34693877552,3,44,3895571,0,0,0
9,-49,4600.000000000001,E00005295,Croydon,184589,12,25,8704981,0,0,0
6,-14,8000,E00019893,Southwark,167634.69,19,142,24246247,0,0,0
-23,58,6325,E00001341,Barnet,143425,18,99,11240031,0,1,1
8,-32,5300.000000000001,E00003401,Bromley,75953.29,19,160,13034485,0,0,0
-52,-59,6000,E00014858,Kingston upon Thames,165584,0,2,358848,0,0,0
-46,-25,7025,E00019181,Richmond upon Thames,160551,11,61,11901192,0,0,0
70,0,4140.000000000001,NaN,NaN,NaN,0,13,510414,0,0,0
41,23,4015,E00000346,Barking and Dagenham,69040,10,175,9477635,0,0,0
97,23,5500.000000000001,E00011911,Havering,105987,0,0,0,0,0,0
62,51,5320,E00011531,Havering,368630,1,16,1513127,0,0,0
-13,-51,4910.000000000001,E00021046,Sutton,111792.15,16,116,14327276,0,0,1
-57,42,5230,E00010584,Harrow,122281,11,113,11971990,0,0,0
46,23,4095.0000000000005,E00000341,Barking and Dagenham,93180,14,142,8134317,0,0,1
-53,19,5610,E00006673,Ealing,119872.42,13,107,11258064,0,0,1
3,39,4020,E00009915,Haringey,49800.67,15,208,7703590,1,0,1
-6,0,7425.000000000001,E00177484,Lambeth,95571.97999999998,26,307,39369947,2,1,1
8,-4,4324.999999999999,E00020153,Southwark,105290,32,225,21550715,1,0,1
-14,-9,9000.000000000002,E00015298,Lambeth,184407.37999999998,38,246,43476928,0,0,0
15,70,4330,E00007177,Enfield,62268,4,52,2370537,1,1,0
-43,43,5470,E00000663,Barnet,35867,10,171,12332768,0,0,0
-59,-16,8110,E00019473,Richmond upon Thames,124778,13,120,16942317,0,0,0
32,-59,5325,E00003183,Bromley,121784,0,6,681987,0,0,0
36,-21,4400.000000000001,E00007960,Greenwich,97250,15,103,9044929,0,0,1
16,15,6590.000000000002,E00167264,Tower Hamlets,107526.97,25,252,26798206,0,0,0
-14,-40,4605.000000000001,E00020536,Sutton,88316,5,58,4744602,0,0,0
-29,-26,8890,E00017197,Merton,145971.93,12,124,18823878,0,0,0
-34,6,7720,E00009737,Hammersmith and Fulham,159233.30999999997,50,295,55722171,1,0,1
-62,-15,6454.999999999998,E00019662,Richmond upon Thames,95983,14,125,16773986,0,1,0
-65,24,5320,E00006548,Ealing,126944,13,117,12181396,0,0,0
62,-10,5060.000000000001,E00001613,Bexley,65520,10,86,4647012,0,0,0
-24,-53,5360.000000000001,E00020925,Sutton,122438.41,17,119,16950971,0,0,0
42,-51,5500,E00003645,Bromley,103560,5,34,3520370,0,0,0
34,31,4390,E00018586,Redbridge,47574,14,103,5850308,0,0,0
49,-17,5485,E00001702,Bexley,50226,11,91,6024087,0,0,0
-2,15,10425,E00013443,Islington,197547.27,13,313,39524704,1,1,1
-28,45,5500.000000000001,E00178780,Barnet,121893,11,90,10815860,0,0,0
-28,-56,5680,E00020698,Sutton,293399,5,47,13015359,0,0,0
51,-38,3595,E00003523,Bromley,63808,4,70,4862794,0,0,0
2,-51,5395,E00005161,Croydon,106917,16,89,17851353,0,0,1
-78,-20,4210.000000000001,E00012943,Hounslow,116616.51999999997,10,94,9999314,0,0,0
3,-7,7270,E00020483,Southwark,64378,45,252,31927732,0,0,0
-19,45,5990.000000000001,E00001552,Barnet,58536,10,123,12364223,0,0,0
20,38,5734.999999999999,E00022474,Waltham Forest,54413.14,9,145,8061422,0,0,0
-26,-9,9940.000000000002,E00009606,Hammersmith and Fulham,301615,44,263,61545895,0,0,0
-16,30,12450,E00004495,Camden,407176,15,123,21797084,0,1,0
-64,38,5450,E00010814,Harrow,127092,14,112,10787097,0,0,0
-32,-60,5775,E00020706,Sutton,1366384,0,4,4671069,0,0,0
62,17,3774.999999999999,E00011840,Havering,32767.01,4,64,2851160,0,0,0
-53,-4,4225,E00013335,Hounslow,83841,19,93,10855176,1,0,1
18,-25,4470,E00016151,Lewisham,108427,11,110,9603499,0,0,0
-5,-63,5060.000000000001,E00005354,Croydon,155402,6,60,10368449,0,0,0
-3,6,10860,E00019784,Southwark,296339,10,175,23628668,1,1,1
-51,-5,5300,E00019350,Richmond upon Thames,134983,18,91,11181424,0,0,0
17,63,4000,E00007127,Enfield,59605,0,9,675067,0,0,0
-95,-7,3500,E00012202,Hillingdon,97935,0,3,410882,0,0,0
8,60,4475,E00171158,Enfield,43147.6,9,116,5217434,0,0,0
-10,11,12600,E00174659,Camden,632467,7,189,53386190,1,1,0
3,-43,3895.0000000000005,E00004906,Croydon,96052.83,18,158,17225398,0,0,0
-28,-38,5410,E00017447,Merton,91524,12,104,10586320,0,0,0
-84,44,6999.999999999998,E00012328,Hillingdon,232036,8,33,10373507,0,0,0
62,2,4000,E00001991,Bexley,49924,3,50,2263423,0,0,0
34,39,4505,E00018520,Redbridge,83929,8,99,6083117,0,0,0
52,-22,5235,E00001892,Bexley,73440,5,60,3912021,0,0,0
29,34,5890.000000000001,E00019065,Redbridge,95265,4,88,5967565,0,0,0
11,-29,6300,E00003935,Bromley,86492,16,145,12217307,0,0,0
-40,-26,7820,E00014876,Kingston upon Thames,184356,2,27,6121345,0,0,1
24,-63,5195.000000000001,E00003181,Bromley,150048,1,4,445764,0,1,0
54,-5,5000,E00001732,Bexley,64811.01000000001,11,118,7095579,0,0,0
-52,-21,8835.000000000002,E00019205,Richmond upon Thames,146275,9,44,6809099,0,0,0
-59,1,5590.000000000001,E00013303,Hounslow,183490,8,60,8281156,0,0,0
-64,0,5175.000000000001,E00013303,Hounslow,183490,4,38,4446948,0,0,0
15,34,5695.000000000001,E00022373,Waltham Forest,55613.89,16,214,11382805,0,0,0
-93,45,5500,E00012150,Hillingdon,149394,3,14,2029126,0,0,0
-35,-21,8895.000000000002,E00017537,Merton,185408,3,35,5734592,0,0,0
-15,6,15000,E00175206,Westminster,1961359,16,107,56238188,2,2,0
-23,61,5670.000000000001,E00178822,Barnet,92367.01999999999,14,94,10024256,0,0,0
63,41,4685,E00011669,Havering,59681,7,90,4670518,0,0,0
-42,-45,6195,E00014690,Kingston upon Thames,143591,1,32,6506451,0,0,0
11,58,4019.999999999999,E00178730,Enfield,44528,8,85,3644301,0,0,0
-44,11,6520.000000000001,E00005973,Ealing,130680,18,100,13948572,0,0,0
-3,3,7360.000000000001,E00019801,Southwark,141481,22,301,35575877,2,2,0
-14,28,10255,E00004507,Camden,312792.89,29,209,39605483,1,0,1
33,-32,6499.999999999998,E00003122,Bromley,148069,11,72,9668929,0,0,0
61,-21,4340.000000000001,E00002203,Bexley,277641,2,8,1580708,0,0,0
19,-28,5410,E00016151,Lewisham,108427,16,107,11092882,0,0,0
70,-8,4225.000000000001,E00002128,Bexley,42305,3,29,1197606,0,0,0
27,18,3820,E00018123,Newham,69671.27000000002,20,274,19956842,0,0,1
-32,10,7845,E00014460,Kensington and Chelsea,146440,32,242,32785183,0,0,0
-94,7,5000.000000000001,E00176464,Hillingdon,100809,10,67,8145598,0,0,0
-5,70,5500,E00007032,Enfield,72224,1,30,2038345,0,0,0
-81,9,5000,E00184435,Hillingdon,47772,15,94,12795854,0,0,0
45,-12,4915,E00002028,Bexley,71584.73000000001,14,108,7476205,0,0,0
48,50,5090,E00018749,Redbridge,38268,1,32,2135629,0,0,0
38,29,3960,E00019006,Redbridge,55441.45,11,163,8780259,0,0,0
31,14,4050,E00174995,Newham,56227,12,216,15638279,0,0,0
34,-67,6260,E00003654,Bromley,123862,5,23,2522552,0,0,0
-81,-3,4970.000000000001,E00184410,Hillingdon,165930,7,41,5657177,0,0,0
31,13,4000,E00174995,Newham,56227,11,193,14272850,0,0,0
-8,-75,4000,E00005060,Croydon,126357,2,10,1311030,0,0,0
-98,41,4890,E00012159,Hillingdon,120202,2,16,2210573,0,0,0
-20,21,11620.000000000002,E00004156,Camden,382748.98,32,285,104849536,0,0,0
47,-24,5290,E00002266,Bexley,99146,5,68,4286857,0,0,0
-22,-42,5000,E00020760,Sutton,92420.16,12,142,12909467,0,0,0
50,-4,4110.000000000001,E00002229,Bexley,62939.8,9,105,6757144,0,0,0
3,-14,9700,E00020521,Southwark,252976.08000000002,19,133,27408427,0,0,0
66,13,4360.000000000001,E00011695,Havering,42840,3,42,1747484,1,1,0
34,8,5500,E00017610,Newham,168811,9,83,9175444,0,0,0
2,21,9300,E00008754,Hackney,163923,35,347,36769824,1,1,1
-21,55,6689.999999999998,E00001312,Barnet,158594,11,94,10912866,0,0,1
93,29,5500,E00011911,Havering,105987,0,1,105987,0,0,0
73,24,5500,E00011439,Havering,62003,2,62,3101360,0,0,0
-37,29,5425,E00002427,Brent,95640.08,7,107,8913569,0,0,0
13,62,4270,E00007127,Enfield,59605,5,56,2503333,0,0,0
57,-21,4150,E00001877,Bexley,34080,3,19,1878537,0,0,0
-80,38,6785,E00012350,Hillingdon,247866,11,39,8135045,0,0,0
12,17,8424.999999999998,E00021313,Tower Hamlets,165416.59999999998,33,265,32744537,1,0,1
58,41,3870,E00011632,Havering,44946,6,72,3287339,0,0,0
-57,23,5600.000000000001,E00006529,Ealing,111863,13,91,10220879,0,0,0
-4,-9,4060.0000000000005,E00015368,Lambeth,71577.38999999998,40,270,32563824,0,0,0
76,35,5459.999999999999,E00011360,Havering,94915,3,50,3467013,0,0,0
15,58,4390,E00178879,Enfield,53793,2,33,2310299,0,0,0
42,-62,6070,E00003648,Bromley,1361636,4,3,3068785,0,0,0
22,40,5500,E00022471,Waltham Forest,45885,11,124,7391515,0,0,0
-32,-18,7000,E00023027,Wandsworth,66770,12,107,21148010,0,0,0
55,-39,7455.000000000001,E00003520,Bromley,82510,1,19,1218554,0,0,0
-6,-60,3940.0000000000005,E00005322,Croydon,147299.2,11,65,11288184,0,0,0
-11,-31,4490,E00017278,Merton,139898.84,13,174,18879260,0,0,0
-81,28,6100,E00012294,Hillingdon,155456,18,76,13953360,0,0,0
18,-2,6985,E00182261,Greenwich,67315.484375,14,213,21455368,2,2,0
-34,26,5920,E00002450,Brent,79637.21,23,165,17436383,0,1,0
87,30,5700,E00011911,Havering,105987,2,30,1765462,0,0,0
-39,-5,10069.999999999998,E00012794,Hounslow,170737,11,104,18946853,0,0,0
-38,0,8945,E00012815,Hounslow,192712.95,35,186,38858503,0,1,0
-62,-29,6180,E00019553,Richmond upon Thames,186426,10,42,7956003,0,0,0
51,5,3640.0000000000005,E00002280,Bexley,71419,12,111,6835521,0,0,0
46,47,4015,E00018736,Redbridge,37848,3,48,4761912,0,0,0
34,-16,5440,E00008025,Greenwich,55546,10,78,6163822,0,0,0
26,25,4740.000000000001,E00017910,Newham,88706.84,15,195,14008603,0,0,1
-5,72,6305,E00007032,Enfield,72224,0,9,629210,0,0,0
-2,10,15000,E00000024,City of London,108782,8,137,20401614,1,1,0
77,35,5090,E00011356,Havering,65685,1,38,2667852,0,0,0
58,46,4055.000000000001,E00011518,Havering,39410,5,64,2788633,0,0,0
21,35,5220,E00021945,Waltham Forest,52975,15,153,8793922,0,0,0
34,-14,4425,E00182304,Greenwich,94026.98000000001,9,89,7099654,4,3,1
35,21,3910,E00175041,Newham,87763.35,11,228,15555303,0,0,0
-72,31,5720,E00010968,Harrow,143169,14,116,16173871,0,0,0
-49,43,5920.000000000001,E00010993,Harrow,121298,10,119,11664335,0,0,0
-34,2,8390.000000000002,E00009484,Hammersmith and Fulham,281208.66,60,278,62145395,0,0,0
27,19,3985.0000000000005,E00018032,Newham,75355.21999999999,20,284,20728765,0,0,0
9,10,6990,E00021662,Tower Hamlets,122062.86,38,308,44520369,0,0,0
-19,59,5500,E00000849,Barnet,91040.8,13,98,10196444,0,0,0
-21,-41,5000,E00020765,Sutton,67586,12,132,11507278,0,0,0
47,-38,4000.0000000000005,E00003524,Bromley,116820,9,89,7894777,0,0,0
53,41,3569.999999999999,E00000156,Barking and Dagenham,64812,3,31,1781777,0,0,0
72,22,5120,E00011317,Havering,46502,3,54,2494851,0,0,0
-46,-32,5820.000000000001,E00014959,Kingston upon Thames,157453.97999999998,25,133,22267979,0,0,0
47,-8,3835.0000000000005,E00001965,Bexley,72888,16,111,6985122,0,0,0
-17,-50,5275.000000000001,E00020651,Sutton,162015,17,122,15679953,0,0,1
-43,-15,9999.999999999998,E00019112,Richmond upon Thames,217093,4,33,5697321,0,0,0
-46,24,4390.000000000001,E00178925,Brent,<null>,17,134,10932993,0,0,0
32,43,5210,E00018914,Redbridge,83826,4,87,5235507,0,0,0
-53,24,5465,E00002936,Brent,115639,15,131,12668440,0,0,0
-11,3,11875,E00190384,Westminster,227816,22,209,59373614,2,2,0
11,25,5405,E00008928,Hackney,88084.14,22,186,14483888,0,0,0
-2,65,5610.000000000001,E00007643,Enfield,51394,7,107,6677823,1,1,0
34,6,4350,E00174999,Newham,66433,11,85,8623697,0,0,0
32,14,4080,E00017886,Newham,70620.15,14,211,15097008,0,0,0
15,26,5475,E00183857,Hackney,38906,11,133,9501447,0,0,0
23,-12,6489.999999999998,E00016593,Lewisham,139881,12,161,15095409,0,0,0
21,28,5275,E00021814,Waltham Forest,49286.64,20,209,11046383,0,0,0
-14,47,6940,E00174897,Barnet,60720,13,107,9284774,0,0,1
26,-44,6000,E00003718,Bromley,149442,4,42,4896044,0,0,0
-85,25,5519.999999999999,E00012266,Hillingdon,210179,9,49,9907655,0,0,0
-1,-33,3819.999999999999,E00005734,Croydon,93112.79000000001,18,177,16170241,0,0,0
-52,6,7899.999999999998,E00006890,Ealing,179503,27,170,25574314,2,0,2
58,48,4500.000000000001,E00011496,Havering,38951,3,44,1872743,0,0,0
73,37,4875,E00011878,Havering,62159,8,86,5523583,0,0,0
49,-28,3544.999999999999,E00003571,Bromley,51136,5,50,3008796,0,0,0
28,-63,4685.000000000001,E00003163,Bromley,120537,3,14,1538719,0,0,0
18,37,5830,E00022160,Waltham Forest,46262,16,190,10454762,0,0,0
-28,-24,9390,E00017532,Merton,205414,15,120,17480547,0,1,0
-1,7,15000,E00019779,Southwark,238141,11,175,26551267,5,5,0
-49,-21,8395.000000000002,E00019183,Richmond upon Thames,102499,5,33,5539796,0,0,0
-53,-25,8490,E00019280,Richmond upon Thames,155435.30000000002,14,98,16541505,0,0,0
78,38,5515,E00011345,Havering,54377,1,35,2095676,0,0,0
-49,10,7765,E00006364,Ealing,168685,18,124,20220894,1,0,1
33,17,3939.999999999999,E00017821,Newham,79677.18999999999,13,239,16685570,0,0,0
-3,-16,7035,E00015490,Lambeth,223273,24,163,25448210,0,0,0
-61,40,4154.999999999999,E00011164,Harrow,66831,15,129,11948170,0,0,0
30,32,7000,E00019043,Redbridge,94951,5,73,4793778,0,0,0
49,-20,5200.000000000001,E00002253,Bexley,88285,10,88,5785732,0,0,0
5,24,6300.000000000001,E00008756,Hackney,107994.15,34,318,30253948,0,0,0
22,54,5500,E00021896,Waltham Forest,46949,10,74,7077644,0,0,0
44,-41,5520,E00003956,Bromley,134548,11,90,10000137,0,0,0
-76,38,6260.000000000002,E00012353,Hillingdon,225706,13,78,14040039,0,0,0
22,-38,5709.999999999999,E00004105,Bromley,123940,9,73,8614409,0,0,0
-54,51,5900,E00171093,Harrow,187128,3,38,4830940,0,0,0
-3,71,5500.000000000001,E00007029,Enfield,90725,1,31,1971613,0,0,0
21,-53,3510,E00005366,Croydon,75968,5,58,4196758,0,0,0
-48,-54,5870.000000000001,E00014855,Kingston upon Thames,121593,2,20,2332511,0,0,0
42,-53,5559.999999999999,E00003645,Bromley,103560,2,16,1732141,0,0,0
6,-32,5340,E00003636,Bromley,70469.36,19,175,14398738,0,0,0
-10,33,8094.999999999998,E00009978,Haringey,64857.39999999998,20,237,21294922,0,0,0
2,49,3855,E00007274,Enfield,40451.82,15,158,6587189,0,0,0
44,8,5424.999999999999,E00176587,Greenwich,90198,4,51,3284168,0,1,0
-63,27,4850,E00010718,Harrow,86652,16,117,11732925,0,0,0
-15,9,15000,E00024140,Westminster,632649.78,20,158,68691995,1,1,0
34,-9,5000.000000000001,E00008003,Greenwich,89835.14,15,103,8575924,0,0,0
21,-44,5500,E00004092,Bromley,94392,11,63,7241070,0,0,0
36,-28,5830,E00003373,Bromley,194432,10,52,6835357,0,0,0
12,-20,5799.999999999999,E00016729,Lewisham,75486.81999999999,21,177,14114076,0,0,0
39,-26,6105,E00003364,Bromley,116267,9,51,5782745,0,0,0
-15,19,14415,E00004238,Camden,371951.42000000004,37,233,71178985,0,0,0
68,26,4440.000000000001,E00011784,Havering,49026.869999999995,8,93,4369036,1,0,1
-21,43,6025,E00174909,Barnet,85176,15,125,13370980,0,0,0
36,-61,4955.000000000001,E00003650,Bromley,110204,0,4,364460,0,1,0
-52,-41,6945,E00015083,Kingston upon Thames,208760,13,90,17520919,0,0,0
-2,21,10360.000000000002,E00013533,Islington,161949.97,29,352,45634822,1,1,0
-50,-9,9345.000000000002,E00019420,Richmond upon Thames,152889,8,85,13480912,0,0,0
-27,-5,9520,E00009767,Hammersmith and Fulham,296017.62,37,307,77796561,0,0,0
61,-1,3515,E00176935,Bexley,87463,7,99,4534662,0,0,0
28,-16,4404.999999999999,E00008253,Greenwich,77045.79,11,102,8664500,0,0,0
-75,16,4774.999999999999,E00006618,Ealing,103823,12,81,9130633,0,0,0
-49,2,6595.000000000001,E00012774,Hounslow,156357,22,139,18670142,0,0,0
-73,-11,3769.999999999999,E00012878,Hounslow,49589,14,84,10329187,0,0,0
29,-52,4795.000000000001,E00003188,Bromley,275266,0,6,1197343,0,0,0
-17,27,14550,E00004489,Camden,274632,29,163,50534444,0,0,0
-7,1,8750.000000000002,E00015687,Lambeth,92250.08000000002,25,288,43613339,1,1,0
16,-18,4760.000000000001,E00016782,Lewisham,94548,12,165,13087913,0,0,0
-6,-65,4420,E00005067,Croydon,126296,6,55,8959787,0,0,0
16,37,5615.000000000001,E00022189,Waltham Forest,54044.25,19,231,12482653,0,0,0
-77,11,4065.0000000000005,E00011951,Hillingdon,154595,12,106,14927996,0,0,0
-27,-28,7999.999999999998,E00017120,Merton,164543.21000000002,21,168,23877771,0,0,0
-41,44,5274.999999999999,E00000642,Barnet,61948.270000000004,12,153,11175066,0,0,0
-4,12,11640.000000000002,E00013550,Islington,328332,11,217,34125391,4,4,1
59,-1,3730.0000000000005,E00001995,Bexley,47481,13,111,5409890,0,0,0
21,-40,6000,E00004106,Bromley,98496,10,68,7869611,0,0,0
-4,68,5644.999999999999,E00007324,Enfield,142654,4,63,3959066,0,0,0
34,-47,6290,E00003185,Bromley,145451,1,26,3021284,0,0,0
-66,19,3910.0000000000005,E00006558,Ealing,97577,14,103,10313974,0,0,0
-69,-29,6440.000000000002,E00019209,Richmond upon Thames,111854,6,52,7406414,0,0,0
57,-38,4180,E00003520,Bromley,82510,0,1,82510,0,0,0
51,-43,5035,E00003869,Bromley,105941,3,55,4620186,0,0,0
8,0,5550,E00020059,Southwark,124732,25,235,23632249,0,0,0
-51,4,6570,E00006156,Ealing,96962,24,152,21979259,0,0,0
-33,-5,9010,E00019092,Richmond upon Thames,162948.68571428573,22,161,37429955,0,1,0
-31,-48,5520,E00020751,Sutton,142898.6,11,85,11013441,0,0,0
68,25,4545.000000000001,E00011299,Havering,50223.630000000005,5,85,3887253,0,0,0
-10,48,5349.999999999999,E00007590,Enfield,89726,13,127,9108226,0,0,0
-24,46,6655,E00001480,Barnet,101244,12,126,14854671,0,0,0
-27,-38,5345,E00017447,Merton,91524,13,115,11367714,0,0,0
4,2,6390.000000000002,E00020020,Southwark,154319.34,27,281,36987019,0,0,0
-24,-14,8000,E00022699,Wandsworth,209432,35,214,42391190,2,0,2
74,51,3684.999999999999,E00011367,Havering,32727,3,46,1641103,0,0,0
-39,-6,9834.999999999998,E00012795,Hounslow,148731,12,97,17721490,0,0,0
-94,49,5500,E00012152,Hillingdon,235825,0,1,235825,0,0,0
-30,45,6305.000000000001,E00001281,Barnet,92243,8,66,7967491,0,0,1
-22,-7,8650,E00167274,Hammersmith and Fulham,195320.88524590156,40,275,57254698,1,0,1
-34,41,5035.000000000001,E00001179,Barnet,152316,11,113,12478377,0,0,0
11,-13,5765,E00020219,Southwark,114908,17,150,14989172,0,0,0
9,69,4535,E00007676,Enfield,53639,13,120,5304250,0,0,0
-72,38,7000,E00010971,Harrow,154546,11,84,13056035,0,1,0
-56,4,7110,E00006510,Ealing,131154.82,29,158,21905145,0,0,0
27,-24,5170,E00004009,Bromley,62848,6,113,8878477,0,0,0
7,-29,4695.000000000001,E00003928,Bromley,77842,10,166,13503340,0,0,1
49,-18,5365.000000000001,E00002271,Bexley,53229,10,93,6132686,0,0,0
96,22,5500,E00011911,Havering,105987,0,0,0,0,1,0
-43,38,5900,E00002870,Brent,105680,18,153,11526160,0,0,0
35,-64,5575.000000000001,E00003650,Bromley,110204,2,13,1373350,0,0,0
-64,-23,7050,E00019624,Richmond upon Thames,125880,13,92,12372170,0,0,0
45,-60,5500.000000000001,E00003648,Bromley,1361636,2,2,1464805,0,1,0
-13,-41,5390.000000000001,E00020536,Sutton,88316,6,53,4393439,0,0,0
10,54,3845,E00007336,Enfield,23094,7,91,3874691,0,0,0
-78,-10,4300.000000000001,E00012903,Hounslow,94691,5,37,4564548,0,1,0
24,-48,5440,E00003732,Bromley,84664,2,24,2738207,0,0,0
-42,-16,8585,E00019112,Richmond upon Thames,217093,5,22,3441373,0,0,0
-52,-2,5934.999999999999,E00012746,Hounslow,107165.3,19,111,12890676,0,0,0
75,13,4200.000000000001,E00011695,Havering,42840,0,14,639030,0,1,0
26,23,4420.000000000001,E00017939,Newham,81818.98999999999,20,238,18110539,0,0,0
-59,-14,7355,E00013261,Hounslow,120217,15,123,17987105,0,0,0
-85,-19,3865,E00012720,Hounslow,106328,6,27,3299835,0,0,0
-6,75,6185.000000000002,E00007032,Enfield,72224,0,3,235471,0,0,0
-76,45,6780.000000000001,E00010946,Harrow,162364,2,49,11677032,0,0,0
30,15,3630,E00018188,Newham,72807.01,17,248,17697739,0,0,0
-43,-3,8085,E00012844,Hounslow,207145,19,123,22981532,0,0,0
-86,47,5999.999999999999,E00012336,Hillingdon,329597,7,17,6429267,0,0,0
-87,42,6000,E00012311,Hillingdon,274225,5,12,3817877,0,0,0
17,45,5380.000000000001,E00022222,Waltham Forest,74273,10,121,7486046,0,0,0
76,27,5380,E00011423,Havering,55770,6,72,4262384,0,0,0
15,3,6360.000000000002,E00167135,Tower Hamlets,196368,28,219,37083794,1,0,1
-84,20,5500,E00012211,Hillingdon,198170,7,50,8463526,0,0,0
-23,-37,5500,E00184364,Merton,97503,13,115,9839070,0,0,2
1,56,5590,E00006949,Enfield,49153,9,114,7151812,2,1,1
-32,-46,5175,E00020742,Sutton,174327,13,97,11878737,0,0,0
-57,32,6120.000000000001,E00174730,Brent,106586,15,98,9799791,0,0,0
29,-50,5960.000000000001,E00003188,Bromley,275266,0,10,1493105,0,0,0
92,26,5029.999999999999,E00011911,Havering,105987,0,1,105987,0,0,0
-46,-17,9824.999999999998,E00019199,Richmond upon Thames,153215,1,17,3143149,0,0,0
16,38,5730.000000000001,E00022177,Waltham Forest,50486.91999999999,18,228,12236281,0,0,0
19,-2,7330.000000000001,E00008149,Greenwich,104285,10,207,20704843,6,6,0
71,24,5375.000000000001,E00011448,Havering,75437,5,84,3995838,0,0,0
29,19,3715,E00018006,Newham,73514.79000000001,22,284,20116146,0,0,0
-52,-46,5500,E00014811,Kingston upon Thames,177787,9,61,9836083,0,0,0
-22,37,8070,E00001027,Barnet,132095.55,9,101,12260705,0,0,0
16,-36,6040.000000000001,E00003788,Bromley,91696,8,70,8234053,0,0,0
36,-66,5910,E00003654,Bromley,123862,3,13,1378280,0,0,0
-4,-13,7760,E00015493,Lambeth,182423.16999999998,28,206,29000907,1,0,1
-50,-46,4809.999999999999,E00014803,Kingston upon Thames,125802,11,89,13494559,0,0,0
63,2,4000,NaN,NaN,NaN,3,40,1841798,0,0,0
13,-13,6165,E00016331,Lewisham,100480.34999999996,17,163,14187450,0,0,0
-9,-1,10304.999999999998,E00171540,Lambeth,125930.8,32,324,58001576,2,2,0
-28,-12,8720,E00183194,Wandsworth,236264.83000000002,44,206,46374804,0,0,0
24,-33,4325,E00004074,Bromley,147971,16,106,11427621,0,0,0
-57,36,4690,E00010900,Harrow,90809.62,15,129,13141074,0,0,0
39,14,4240,E00017627,Newham,57751,7,82,4859465,0,0,0
-15,1,11220.000000000002,E00023560,Westminster,424531.95999999996,35,276,86082367,3,0,3
-1,-14,8100,E00020529,Southwark,263589,18,139,25508639,0,0,0
-46,-10,9330.000000000002,E00019418,Richmond upon Thames,181555.88,15,116,19458013,0,0,0
-59,33,7755.000000000001,E00184498,Harrow,67765.12999999998,15,115,10519037,1,2,0
50,-31,3500.0000000000005,E00003582,Bromley,64082,6,57,3385686,1,0,1
71,-7,4499.999999999999,E00002128,Bexley,42305,3,23,959061,0,0,0
44,-34,5050,E00003345,Bromley,116704,5,63,5683550,0,0,0
32,-3,5000,E00007902,Greenwich,88236,13,123,9020770,0,0,0
-11,-51,4280,E00021051,Sutton,148646.55,16,114,13619896,0,0,0
5,56,4345.000000000001,E00007365,Enfield,47827,16,161,7724255,0,0,0
41,-9,4320,E00008386,Greenwich,54662,6,71,5308431,0,0,0
83,44,4930,E00011452,Havering,57412,0,7,294279,0,0,0
-4,-22,4945,E00015527,Lambeth,86965.89,20,187,23342595,0,0,0
-24,22,8380.000000000002,E00004835,Camden,1111081,39,293,100194157,0,0,0
3,19,7010.000000000001,E00008839,Hackney,69686.9,24,347,37089333,0,0,0
-43,19,4500,E00002922,Brent,38425,6,116,7829397,0,0,0
-68,37,6030,E00010795,Harrow,110360,15,86,10560963,0,0,1
34,-70,5834.999999999999,E00003656,Bromley,97677,4,17,1823021,0,0,0
8,50,4030,E00007085,Enfield,39762,8,123,4717103,0,0,0
-41,-31,6740,E00014905,Kingston upon Thames,183494,10,82,14892890,0,0,0
32,-28,6800,E00003116,Bromley,163368,7,59,7493105,0,0,0
-64,-24,6455.000000000001,E00019152,Richmond upon Thames,137724,14,85,11797805,0,0,0
-33,-43,5500,E00021111,Sutton,119093,10,102,13748657,0,0,0
43,-6,4019.999999999999,E00008386,Bexley,57671.71,10,94,6157680,1,0,1
17,22,5045.000000000001,E00182249,Newham,229521,19,140,12113492,0,0,0
-19,69,6930,E00171166,Enfield,57178,0,7,871288,0,1,0
4,49,3765,E00007089,Enfield,38400,15,165,6443065,1,0,1
-11,38,9000,E00010144,Haringey,51093,10,160,12061766,0,0,0
-47,-5,8765,E00019344,Richmond upon Thames,200404,14,115,18352536,1,0,1
52,46,3629.999999999999,E00018353,Redbridge,45212,0,13,515994,0,2,0
-9,65,8360.000000000002,E00007315,Enfield,86939,5,28,2380849,0,0,0
74,0,4000.000000000001,NaN,NaN,NaN,0,1,42903,0,0,0
43,23,4275,E00000340,Barking and Dagenham,71213,8,167,9480858,1,0,1
-50,-42,6320.000000000001,E00015085,Kingston upon Thames,211348,14,113,19557093,1,0,2
-24,11,9495.000000000002,E00023459,Westminster,295563.83,51,385,99212656,0,0,0
75,17,5019.999999999999,E00011706,Havering,43860,0,15,679490,0,0,0
44,-44,5254.999999999999,E00003668,Bromley,101907.54000000001,12,85,9320783,0,0,0
3,40,4030,E00009940,Haringey,44577,16,205,7549127,2,0,2
-12,7,15000,E00023937,Westminster,670567,11,103,43053541,4,4,0
20,-31,5075,E00003453,Bromley,133131,18,92,11052365,0,0,0
51,29,4150,E00000481,Barking and Dagenham,51755.94,13,155,8199977,0,0,0
