pxcor,pycor,patchrent,OAID,patch_borough,spend,reachable_pubs,reachable_consumers,reachable_spending,initial_pubs,dead_pubs,current_pubs
15,-37,5625,E00003803,Bromley,151915,10,73,8375358,1,0,1
24,45,4965.000000000001,E00022020,Waltham Forest,63907,11,104,7137025,0,0,0
9,54,3940,E00007392,Enfield,53149,9,114,4808766,0,0,0
-43,28,4070,E00174738,Brent,145865,11,108,9527764,0,0,1
-22,27,14999.999999999996,E00004407,Camden,598553,22,119,49330133,0,0,0
14,56,4385.000000000001,E00007339,Enfield,47716,2,47,3022052,0,0,0
-58,-18,8865.000000000002,E00019606,Richmond upon Thames,173904.81000000003,14,104,15026643,1,1,0
56,-19,4560.000000000001,E00001877,Bexley,34080,7,42,3564083,0,1,0
32,-55,5730,E00003649,Bromley,161541,0,2,436807,0,0,0
-57,-26,7550,E00019564,Richmond upon Thames,158675.81000000003,10,86,13572741,0,0,0
-46,9,6715.000000000001,E00005986,Ealing,143723,22,135,18318696,0,0,1
15,73,5260.000000000001,E00007192,Enfield,67355,3,45,2555014,0,0,0
35,-3,3585,E00182101,Greenwich,109734,14,137,9764827,0,0,0
-4,3,8125.000000000001,E00019807,Southwark,121533,18,270,31399323,2,2,0
91,25,5000,E00011911,Havering,105987,0,1,105987,0,0,0
2,74,4180,E00007029,Enfield,90725,0,3,125487,0,0,0
10,1,4720,E00016435,Southwark,92421.54999999999,21,213,21694433,0,0,0
-40,56,7575.000000000001,E00001422,Barnet,82876,2,12,1351445,0,0,0
-33,54,7000,E00001368,Barnet,231216,1,8,1039294,0,0,0
-49,-34,6225,E00014929,Kingston upon Thames,210101.16999999998,27,143,23951843,1,0,1
-40,0,9730,E00013352,Hounslow,181947.93999999997,25,176,33794752,0,0,0
48,-16,5545,E00001699,Bexley,69481,10,93,6237462,0,0,0
15,63,4000.0000000000005,E00007127,Enfield,59605,2,26,1309850,0,0,0
11,9,6645.000000000002,E00183973,Tower Hamlets,98076,33,281,39802474,0,0,0
43,-39,5080,E00003951,Bromley,120335,9,81,9328914,0,0,0
-16,-32,3985,E00017164,Merton,84350.32,14,147,12825442,0,0,0
15,-42,5435,E00003763,Bromley,122262,12,81,9328403,0,1,0
56,15,4000,E00000464,Barking and Dagenham,62053,3,35,1888320,0,1,0
10,37,6270,E00022115,Waltham Forest,73111,7,133,6447664,0,0,0
99,24,5440.000000000001,E00011911,Havering,105987,0,0,0,0,0,0
42,-8,4980,E00001955,Bexley,75057,10,80,5621332,0,0,0
-37,23,4660.000000000001,E00002484,Brent,95907.35,11,166,14240193,0,0,0
-2,-32,3590,E00005760,Croydon,93003.37,16,170,16339602,0,0,0
36,0,3760.0000000000005,E00008459,Greenwich,92995,16,164,10323646,0,0,0
-4,22,10000.000000000002,E00013631,Islington,177198.09,29,327,46913003,3,3,0
-77,-15,3510.000000000001,E00012916,Hounslow,121079,11,89,9424778,0,0,0
30,25,5500,E00018094,Newham,107077,14,162,13107608,0,0,0
41,8,6270,NaN,NaN,NaN,6,60,6978694,0,1,0
-88,34,6730.000000000001,E00012155,Hillingdon,103603,4,18,3438263,0,0,0
-89,24,5860.000000000001,E00012274,Hillingdon,260912,12,47,9456481,0,0,0
70,19,5325.000000000001,E00011290,Havering,45891,5,63,2675646,0,0,0
58,25,4000.000000000001,E00000100,Barking and Dagenham,69318,11,127,6528378,0,1,0
32,-4,5215,E00008210,Greenwich,69173,15,117,8832921,0,0,1
-49,-26,9600,E00015154,Kingston upon Thames,182771.81,23,102,18775351,0,0,0
-5,35,6695,E00010054,Haringey,48468.579999999994,16,222,12389759,0,0,0
10,-11,5710,E00020151,Southwark,110478.66999999998,24,164,17686093,0,0,0
-5,63,6060,E00007309,Enfield,111201,5,72,5723117,0,0,0
-65,36,5380.000000000001,E00010829,Harrow,94481,15,113,11378772,0,0,0
-34,-5,9490,E00019092,Richmond upon Thames,140138,14,126,28645440,0,0,0
86,19,3999.999999999999,E00011924,Havering,58868,0,2,130844,0,0,0
27,-17,5000,E00016504,Lewisham,79445.42999999998,10,112,9464750,0,0,0
9,13,6399.999999999998,E00021215,Tower Hamlets,343083,45,314,43277642,1,0,1
48,-30,3535.0000000000005,E00003575,Bromley,48547,7,59,3763758,0,0,0
31,-27,6590,E00004013,Bromley,109604,11,69,7472538,0,0,0
32,-34,6000,E00003147,Bromley,132771,13,85,9990587,0,0,0
33,-11,4740,E00008072,Greenwich,63316,14,106,8938149,1,0,1
-88,9,5410,E00184474,Hillingdon,46515,12,88,11484189,0,0,0
80,23,6110.000000000001,E00011905,Havering,71976,1,25,1701783,1,1,0
-75,13,5000,E00011967,Hillingdon,143354,9,108,13742912,0,0,0
33,-9,5195,E00008095,Greenwich,61030,17,109,9108489,0,0,0
55,32,3940.0000000000005,E00000551,Barking and Dagenham,49038,10,109,6453245,0,0,0
-28,60,5850,E00001432,Barnet,94003,10,84,8596441,0,0,0
-14,16,10405,E00004714,Camden,435216,22,211,62187401,0,0,0
19,28,5370,E00021982,Waltham Forest,45789.15,17,204,11079406,0,0,0
-3,0,6335,E00020109,Southwark,82846.31000000001,27,336,34851176,0,0,0
-8,-29,5050.000000000001,E00005428,Lambeth,144787,14,160,20219861,0,0,0
-36,43,3755.000000000001,E00001288,Barnet,185841,10,114,9711717,0,0,0
3,-50,5195.000000000001,E00005154,Croydon,208548,16,76,15928340,0,0,0
23,-16,5500,E00016620,Lewisham,97026.94,13,161,14172991,0,0,0
10,50,3510,E00007085,Enfield,39762,5,89,3749354,0,0,0
-75,46,6825,E00010946,Harrow,162364,2,33,8864401,0,0,0
60,8,4500.000000000001,E00176930,Bexley,33208.5294117647,0,7,306789,0,0,0
63,-15,3499.999999999999,E00166760,Bexley,142384,7,42,3905211,0,0,0
37,41,4955,E00018650,Redbridge,56588,7,99,5843942,0,0,0
-6,-19,4890.000000000001,E00015802,Lambeth,101705,26,226,28920997,0,0,1
-16,-6,6800.000000000001,E00022844,Wandsworth,189064.63,34,234,46662227,2,0,2
-8,-3,7250.000000000001,E00015627,Lambeth,109995.53623188405,35,318,45951919,0,0,0
31,19,3575,E00017644,Newham,60935.06999999999,16,283,20195918,0,0,0
51,-5,4880.000000000001,E00002235,Bexley,66463,8,112,6936355,0,0,0
-13,11,15000.000000000002,E00024124,Westminster,343083,12,187,68039911,5,5,0
39,-37,6599.999999999998,E00003970,Bromley,155147,6,52,6300753,1,0,1
36,-44,6210.000000000001,E00003665,Bromley,142636,6,43,4727733,0,0,0
-39,-35,5554.999999999999,E00014744,Kingston upon Thames,334567,13,100,16461517,1,0,1
-10,25,7304.999999999998,E00013908,Islington,186940,48,319,53446977,0,0,0
29,-14,4064.999999999999,E00008234,Greenwich,93289.49000000002,15,105,8750407,0,0,0
10,3,8610,E00177510,Southwark,233736,28,206,26044730,0,0,0
-53,-34,7610,E00019277,Richmond upon Thames,207846,21,81,16902945,0,0,0
-35,-35,5865,E00017550,Merton,149887,13,94,13218029,0,0,0
51,13,4930,E00185816,Barking and Dagenham,26320.395348837206,2,41,2229270,0,0,0
-61,6,5990,E00006666,Ealing,134253,13,101,11945968,1,1,0
-48,2,8775.000000000002,E00012774,Hounslow,156357,15,140,18972004,0,0,0
-45,16,4390,E00178920,Brent,75188,9,73,7535841,0,0,0
-29,-23,10000.000000000002,E00017533,Merton,214769.12,13,102,16304596,0,0,0
23,44,5000.000000000001,E00022029,Waltham Forest,91975,9,119,7875539,0,1,0
8,-58,5055,E00005590,Croydon,148955,9,43,5825319,0,0,0
-89,-7,4165,E00012188,Hillingdon,197651,0,4,730062,0,0,0
-69,30,5135,E00011039,Harrow,80895,14,122,13741835,0,0,0
74,26,5015,E00011430,Havering,55803,4,77,4062781,0,0,0
34,-2,4290,E00008459,Greenwich,92995,18,152,10500764,0,0,0
51,-27,4845.000000000001,E00001895,Bexley,72240,3,37,2208636,0,0,0
10,-28,5700,E00003892,Bromley,85294,16,154,12116218,0,0,0
16,3,6450.000000000001,E00167116,Tower Hamlets,272048,27,212,36516700,0,0,0
-67,5,4665,E00006647,Ealing,109472,8,111,11158601,0,0,0
-12,47,5000,E00007587,Enfield,122162,8,124,9502930,0,0,0
-87,-9,5000.000000000001,E00012179,Hillingdon,243502,0,2,376160,0,0,0
-47,-42,5535.000000000001,E00015119,Kingston upon Thames,136281.69,9,114,19079445,0,0,0
-72,46,6040,E00010945,Harrow,181808,5,30,4842919,0,1,0
-21,2,15000,E00014101,Kensington and Chelsea,385311,36,306,78206396,1,0,1
-11,-66,4000,E00180974,Croydon,170907.74000000002,6,54,9313378,0,0,0
-29,12,10175.000000000002,E00014300,Kensington and Chelsea,80760.12000000001,34,342,59159546,0,0,0
41,31,4205,E00018874,Redbridge,61971,15,153,7977686,0,0,0
-48,-17,10265,E00019199,Richmond upon Thames,153215,3,39,6404562,0,0,0
78,51,3555.0000000000005,E00011367,Havering,32727,3,21,644045,0,0,0
-12,61,5999.999999999999,E00007059,Enfield,70788,4,64,5361499,1,0,1
9,23,5914.999999999999,E00184025,Hackney,62260.01999999999,23,264,22117022,0,0,0
-30,10,7830,E00014459,Kensington and Chelsea,111374.79999999999,39,305,50284551,1,0,1
32,19,3499.999999999999,E00017829,Newham,68914.48999999999,12,274,19470322,0,0,0
75,42,3810.0000000000005,E00011450,Havering,74747,5,90,3845519,0,0,0
-11,-68,4964.999999999999,E00181009,Croydon,215193,4,47,8323445,0,0,1
15,6,8215,E00167122,Tower Hamlets,244900.26829268294,35,252,41681071,0,0,0
-62,-14,6115.000000000001,E00019662,Richmond upon Thames,95983,18,120,15612508,0,0,0
50,-6,4305,E00002239,Bexley,64247,11,113,7032450,0,0,0
-90,28,6130,E00012247,Hillingdon,205347,7,25,5628020,0,0,0
50,0,4045,E00007816,Greenwich,57315,9,114,7353340,0,0,0
-33,45,5964.999999999999,E00001278,Barnet,124459,9,51,5632401,0,0,1
-1,-67,4899.999999999999,E00005339,Croydon,218566,11,29,8548821,0,0,1
88,28,5604.999999999999,E00011911,Havering,105987,0,14,863489,0,0,0
-32,34,5960,E00001506,Barnet,105151,12,116,13753226,0,0,0
-97,-10,3575.0000000000005,E00012202,Hillingdon,97935,0,1,97935,0,0,0
-29,-50,5375.000000000001,E00020718,Sutton,169402,12,99,13632368,1,0,2
11,30,6195,E00185724,Waltham Forest,63462,8,124,8038206,0,0,0
4,-17,6375,E00020502,Southwark,306553,16,106,18490088,0,0,0
-41,-42,4965.000000000001,E00014683,Kingston upon Thames,139910,4,57,12974695,0,0,0
46,46,4000,E00018741,Redbridge,35068,4,50,4901075,0,0,0
-27,32,6835.000000000001,E00000688,Barnet,132444,9,111,15332783,1,0,1
-16,-39,5200.000000000001,E00180957,Sutton,68737,6,79,6343082,0,0,0
56,-37,4045,E00003520,Bromley,82510,0,9,551641,0,0,0
5,-58,5000.000000000001,E00005510,Croydon,116932,12,42,6137669,0,0,0
-4,-52,4275.000000000001,E00005844,Croydon,149140,13,93,11769063,0,0,0
88,29,5500,E00011911,Havering,105987,1,19,1159453,0,0,0
79,47,4000.000000000001,E00011389,Havering,32853,2,41,1370938,0,0,0
-79,-4,4665.000000000001,E00012196,Hillingdon,156170,8,41,5639839,0,0,0
-42,57,5385,E00001422,Barnet,82876,1,10,1168806,0,0,0
18,-7,6564.999999999998,E00008147,Greenwich,89635.81,14,213,16492395,0,0,0
2,-62,6000,E00005495,Croydon,133365,12,42,7858057,0,0,0
34,-6,3990.0000000000005,E00008199,Greenwich,101054,11,105,8400057,0,0,0
-49,-6,9000,E00019350,Richmond upon Thames,134983,17,98,13982793,0,0,0
-27,21,7180.000000000001,E00004839,Camden,323977.7299999999,34,270,71322971,0,0,0
-51,-23,7999.999999999998,E00019181,Richmond upon Thames,160551,7,63,10762137,0,0,1
1,-13,7820,E00020519,Southwark,284392,23,153,29789228,0,0,0
-12,21,8020,E00004247,Camden,451431.32000000007,43,284,68206003,0,0,2
42,-42,5560,E00003689,Bromley,105569,9,78,9034699,0,0,0
29,0,5245,E00008310,Greenwich,70862.14,10,118,8501756,0,0,0
11,54,4475,E00007336,Enfield,23094,5,81,3592973,0,0,0
15,27,5845,E00022306,Waltham Forest,42686,9,130,7522957,0,1,0
-67,3,5500.000000000001,E00006651,Ealing,97805.81,8,92,9386629,0,0,0
-27,-24,7915,E00017532,Merton,205414,18,132,18784522,0,0,0
3,10,10695,E00000029,City of London,392239,22,199,35641472,2,2,0
22,15,5399.999999999999,E00017699,Newham,41963,17,189,13178959,0,0,0
1,-21,7090.000000000001,E00019877,Southwark,179269,16,121,15322417,0,0,0
-51,6,7455,E00006180,Ealing,236792,26,155,23520687,0,1,0
55,18,4000.0000000000005,E00000464,Barking and Dagenham,48531.86,8,82,4270422,0,0,0
31,-54,7219.999999999998,E00003646,Bromley,291420,0,3,728227,0,0,0
-9,60,6264.999999999998,E00007323,Enfield,99407,9,69,5872129,0,0,0
-52,11,7590,E00006103,Ealing,130962.45999999999,22,134,22293748,0,0,0
28,-2,5510,E00007909,Greenwich,70262.23999999999,14,139,11656038,0,0,0
47,-29,4220.000000000001,E00003548,Bromley,55236,6,49,3136359,0,0,0
56,25,4000,E00000073,Barking and Dagenham,49315.529999999984,15,146,7256852,0,0,0
10,70,4300,E00007673,Enfield,41579.84,12,112,6843754,0,0,0
16,35,5910,E00022166,Waltham Forest,62974.200000000004,19,225,12270331,0,0,0
-89,-14,4610,E00012179,Hillingdon,243502,0,2,414675,0,0,0
33,-69,5499.999999999999,E00165795,Bromley,109315,5,23,2494704,0,0,0
18,21,5000,E00182146,Newham,112427,19,164,14555019,2,1,1
35,-12,5140,E00007985,Greenwich,120220,8,89,7339117,0,0,0
59,43,4660.000000000001,E00011630,Havering,42634,7,96,4506099,1,1,0
41,10,4659.999999999999,E00182324,Newham,74827,2,40,5722929,0,0,0
-1,-52,4305,E00005171,Croydon,135835.47000000003,17,98,13557802,1,0,2
32,-61,6000,E00003183,Bromley,121784,1,8,851300,0,0,0
22,-25,5325,E00016363,Lewisham,98442,11,115,9889769,0,0,0
60,21,3860,E00000530,Barking and Dagenham,51130.65000000001,11,99,5202967,0,0,0
-20,33,11419.999999999998,E00010064,Haringey,121627,3,52,7369672,0,0,0
15,-11,6685,E00016545,Lewisham,102317,21,198,16010472,0,0,0
23,-37,6000,E00004067,Bromley,121584,10,80,9165540,0,0,0
0,-24,5635,E00015452,Lambeth,87835,21,157,18616265,0,0,0
