tick,pubid,age,xcor,ycor,borough,OAID,spend,nearby_pubs,rating,numrat,income_per_tick,pubrent,alive_at_40,int_xcor,int_ycor
0,ChIJ0XdmOwCn2EcRmzYozK218-0,1,26.7463,34.27,Redbridge,E00018975,77602,11,4.1,337,776216.5821,7295.000000000001,0,27,34
39,ChIJ0Xft26sDdkgRFsvFykblz-o,40,8.6303,-7.0541,Southwark,E00016885,81887.53,34,4.3,373,653556.2145,5600,1,9,-7
39,ChIJ0_G86nMTdkgRhBUQ-UmjN94,40,-60.6264,34.251,Harrow,E00010681,109195.04,15,4.1,1108,802033.3515,5190.000000000001,1,-61,34
39,ChIJ0baNYtgHdkgRCD7aO3f07Hw,40,-1.0687,-34.4625,Croydon,E00005744,94030.54,18,5,7,1086532.1302,3900,1,-1,-34
39,ChIJ0cfj0UoYdkgRxGYb7EmcAhM,40,-19.5551,58.3889,Barnet,E00000858,87593.97000000002,11,4.2,636,1311814.5822,6119.999999999999,1,-20,58
39,ChIJ0y191CMfdkgRkhXPkyMcnLY,40,1.1753,49.0941,Enfield,E00007277,38935,14,4.5,96,775849.3304,3875,1,1,49
39,ChIJ0zlMWCUHdkgRjK4vE7q0VKM,40,-0.9464,-48.1592,Croydon,E00005834,152418.6,20,4.400000000000001,519,877849.5101,4329.999999999999,1,-1,-48
39,ChIJ1-IYc4cPdkgR4I5TjgAzQxQ,40,-24.1779,-3.7488,Hammersmith and Fulham,E00009615,251096.48000000004,48,4.3,702,1274468.7064,10149.999999999998,1,-24,-4
39,ChIJ11m2lB4bdkgRLq5mP89TImM,40,-12.3245,19.4338,Camden,E00004236,277990.62000000005,35,4.400000000000001,791,1853753.3205,7570,1,-12,19
39,ChIJ12Uf7ykJdkgRuBMLjljfmTI,40,-24.608,-46.6558,Sutton,E00181006,89750,27,4.1,224,698168.045,4050,1,-25,-47
39,ChIJ148Ubj0ddkgRaczYWt6SWJI,40,12.5375,18.228,Tower Hamlets,E00021279,160704.31000000003,31,4.7,351,1052621.0553,7030,1,13,18
39,ChIJ16QiKg8PdkgRyTioiPZfcSQ,40,-31.4525,-8.862,Wandsworth,E00023221,248601.4255319149,29,4.400000000000001,1931,1555818.472,9999.999999999998,1,-31,-9
39,ChIJ1QHezNMTdkgRrEN9-t2SjTQ,40,-50.1712,31.1242,Brent,E00002356,171522,10,4.8,45,1021406.3622,5500.000000000001,1,-50,31
39,ChIJ1R4QZ6EJdkgRZj4-rncNj2A,40,-38.5265,-40.7001,Kingston upon Thames,E00015002,363085.18,14,3.6,124,1459553.7999,6090.000000000001,1,-39,-41
39,ChIJ1TE3vh0NdkgR4ohHfxv2rjM,40,-61.4026,-7.076,Hounslow,E00179249,281525,18,4.3,514,1387035.7776,5460,1,-61,-7
39,ChIJ1Ta5UG6n2EcRvcl01a6qXQ8,40,23.7393,31.8288,Waltham Forest,E00022332,81006,12,4.7,703,829096.1401,4845.000000000001,1,24,32
0,ChIJ1VBm9b4BdkgRZUi5u7n3jj4,1,15.1382,-30.6799,Bromley,E00003474,123567,18,4.6,2048,866001.8728,6130.000000000001,0,15,-31
39,ChIJ1VvRi6gadkgRpKdyKQUo8-8,40,-23.6182,13.1947,Westminster,E00023749,319481.00000000006,57,4.5,1461,2746835.5434,9730.000000000002,1,-24,13
0,ChIJ1W4r9JEXdkgRBO6eAfhP50U,1,-28.9216,63.74,Barnet,E00001209,125608.66,11,4.400000000000001,327,668829.3413,6105.000000000001,0,-29,64
39,ChIJ1WtRpdcMdkgR50ULzC34oQI,40,-66.5523,-8.329,Hounslow,E00179159,49016,17,4.3,1007,962093.6336,4105.000000000001,1,-67,-8
39,ChIJ1YUCxzcDdkgRt1g6nss0XFw,40,3.9648,7.1647,Tower Hamlets,E00021628,285487,22,4.2,8422,1639583.3259,6335,1,4,7
1,ChIJ1ZpsghcLdkgRdU5bO5mWVc0,2,-59.0215,-32.8288,Richmond upon Thames,E00019239,2051275,4,4.400000000000001,263,1021836.4483,7330,0,-59,-33
39,ChIJ1_9cnRIJdkgR0L79XiLZbXc,40,-39.2422,-35.2856,Kingston upon Thames,E00014744,334567,14,4.2,2132,1772188.7126,5554.999999999999,1,-39,-35
39,ChIJ1a-_IfQEdkgRVPpNfKKZAEQ,40,-8.3595,-4.5157,Lambeth,E00015768,109307.61,31,4.3,1080,1146781.2391,6630,1,-8,-5
39,ChIJ1b3ronMDdkgRFflQZckLx14,40,3.362,-3.2768,Southwark,E00020206,51983,28,4.2,171,1192443.8726,5830,1,3,-3
39,ChIJ1bYMTAkIdkgRgPM8UP1Pkt8,40,-23.9013,-49.1567,Sutton,E00181016,81993.28,27,4.1,796,537065.4869,3965,1,-24,-49
39,ChIJ1dU6KDAHdkgRE5VjWc4uBBQ,40,-2.6078,-42.2636,Croydon,E00180976,81186,29,4.3,494,835691.7218,4130,1,-3,-42
39,ChIJ1dXYT6UGdkgRv9I6jVYVnwQ,40,-3.8358,-26.405,Croydon,E00005419,171700,15,4.5,530,1197479.8833,5550,1,-4,-26
39,ChIJ1eUo_AYFdkgRAuScIVVzPyw,40,-14.5358,-5.1552,Wandsworth,E00022977,205507.5,30,4,246,1358145.122,8650,1,-15,-5
39,ChIJ1eYmgnBudkgR5wkczzm5BDo,40,-94.2339,19.834,Hillingdon,E00012542,220335.62,12,4.3,586,635532.6508,4620,1,-94,20
39,ChIJ1eYmgnBudkgRLcT0B0_tdMo,40,-94.2404,19.6641,Hillingdon,E00012542,220335.62,12,4.1,476,533995.7226,4620,1,-94,20
39,ChIJ1fEijs8IdkgRdAoGJi2Gnqg,40,-31.1513,-26.6725,Merton,E00017229,144290,14,4.3,862,1891440.1576,9950,1,-31,-27
39,ChIJ1xsouugadkgRoOZ2_HPF1DM,40,-16.3792,19.4999,Camden,E00004201,263878.69,34,4.3,1026,2575909.2446,15000,1,-16,19
39,ChIJ2-Q3hpqq2EcRUEeiqpcoNFw,40,24.8003,-42.4267,Bromley,E00003714,118401,7,4.1,850,906692.6048,6000,1,25,-42
39,ChIJ2-wCi5in2EcRCEEE93xitiY,40,26.1795,24.2877,Newham,E00017930,79029.94,16,4.1,153,941618.1763,4665.000000000001,1,26,24
39,ChIJ20sQSwIQdkgRjG6i3vgKo1I,40,-26.0882,10.447,Westminster,E00023470,331795.04000000004,53,4.3,633,1961443.4366,13355,1,-26,10
0,ChIJ217oDHOp2EcRW7meyKSLSfg,1,34.3119,-13.8699,Greenwich,E00182304,94026.98,14,4.5,476,584931.8419,4425,0,34,-14
39,ChIJ21DAnTEOdkgRAMuMrC0Ay6E,40,-37.0082,4.1358,Hammersmith and Fulham,E00009674,238529.98,47,4,186,1565882.6179,9500.000000000002,1,-37,4
39,ChIJ23Ib742q2EcR1werBrjz7N4,40,26.5501,-41.0519,Bromley,E00003716,105097,5,4.3,1052,806584.1371,6000.000000000001,1,27,-41
39,ChIJ25dfzb0FdkgRThyDl6tr4tM,40,-15.5156,-5.6788,Wandsworth,E00022844,189064.63,35,4.5,52,1441875.0191,6800.000000000001,1,-16,-6
39,ChIJ27grNBio2EcRqgZgN5Poq20,40,23.2975,3.643,Greenwich,E00182360,16926,12,4.400000000000001,2179,928076.4176,7170,1,23,4
39,ChIJ28VP8b4NdkgRXGr4FI4zkA0,40,-53.1072,-0.4771,Hounslow,E00166024,136957.55999999997,19,4.5,1506,768417.1224,6060.000000000001,1,-53,-0
39,ChIJ29gYe7cPdkgRRHLRasrveXY,40,-32.5717,-0.0015,Hammersmith and Fulham,E00009494,247631.44,49,4.3,637,1019473.6027,8220,1,-33,-0
39,ChIJ29iUa9MCdkgR-zfe-XH3JpI,40,11.1374,9.9317,Tower Hamlets,E00021560,119123.12,29,4.400000000000001,702,1042499.0859,6429.999999999998,1,11,10
39,ChIJ2QBsZWoIdkgRi8UG99aTy60,40,-27.905,-45.4668,Sutton,E00020789,111465,22,4.400000000000001,615,865922.0941,5035,1,-28,-45
39,ChIJ2Qsu3uEHdkgRYz_vy6WSXUc,40,-22.5519,-48.2047,Sutton,E00020849,111674,29,4.5,165,688421.8734,4820,1,-23,-48
39,ChIJ2U_eLGUSdkgRKEKedYYjhAo,40,-55.9131,12.7179,Ealing,E00006050,190669,9,4.3,1809,1338836.6728,6395.000000000001,1,-56,13
39,ChIJ2XcJGp0EdkgRIIjVHsP-w9c,40,-1.9668,-1.3444,Southwark,E00020120,107988.61999999997,36,4.8,200,973800.5493,6390.000000000001,1,-2,-1
39,ChIJ2XoY68UPdkgRHPUiNejUE7o,40,-32.1927,3.786,Hammersmith and Fulham,E00009269,247139.87,53,4.3,532,1769198.9251,9424.999999999998,1,-32,4
39,ChIJ2Y1_aSIcdkgR7CSyp_56e48,40,3.3226,39.8473,Haringey,E00009940,44577,14,4.400000000000001,1701,537121.3128,4030,1,3,40
39,ChIJ2Yb3z0IEdkgR6jBR_dEuzrk,40,-7.3195,-10.3839,Lambeth,E00015412,111939.13,41,4.3,1423,910633.8086,7610.000000000001,1,-7,-10
39,ChIJ2_Gatm8PdkgRsCO913H8Y3U,40,-26.4228,-11.5878,Wandsworth,E00022688,201327.54999999996,44,4.5,1241,1187696.9657,7180,1,-26,-12
39,ChIJ2_HJ_u1sdkgRSIXG0R-aqPE,40,-78.4253,30.3684,Hillingdon,E00012282,262123,15,4.400000000000001,177,1538175.093,5845,1,-78,30
39,ChIJ2a1y4d8FdkgRQ-PVePzgzY8,40,-17.6442,-21.9122,Wandsworth,E00023264,320886,29,4.400000000000001,140,1521042.2456,6670.000000000001,1,-18,-22
39,ChIJ2aPBg6wDdkgRfdDfm1hJRqA,40,9.3255,-7.7639,Southwark,E00020171,108480,31,4.6,1167,752814.9621,6189.999999999998,1,9,-8
39,ChIJ2bYGyCkddkgR-DrrIs-nii8,40,9.7261,13.202,Tower Hamlets,E00021475,163070.75,38,4.1,3422,1168282.8419,7270,1,10,13
39,ChIJ2fCVI5AGdkgR-ovtHBbXlKU,40,-9.09,-26.6417,Lambeth,E00015852,134632,16,4.5,2062,1568597.3126,5410,1,-9,-27
39,ChIJ2wYPfY0ddkgRKO2pCOarZ1E,40,13.5961,36.7626,Waltham Forest,E00022112,68738.07999999999,14,4.2,1232,737959.8234,5819.999999999999,1,14,37
39,ChIJ2xcyHPYPdkgRuTc4LY57Ceg,40,-24.185,3.6032,Kensington and Chelsea,E00190463,308898.68999999994,33,4.5,1522,2032678.5335,15000,1,-24,4
39,ChIJ2xeRk1UNdkgR8qfAshcqZZo,40,-68.3684,8.0004,Ealing,E00006083,121456,8,4,154,1743461.87,3730,1,-68,8
39,ChIJ2ytpLHwUdkgRxGzDdkWKDaM,40,-58.3053,42.987,Harrow,E00011125,108205.37,16,4.2,1729,721141.0594,5500.000000000001,1,-58,43
39,ChIJ2zBNcqMDdkgRDdNeS-tFVcs,40,5.5086,-8.9584,Southwark,E00167682,120637.68,31,4.2,1350,802141.0646,5955.000000000001,1,6,-9
39,ChIJ3-_9tQsGdkgRKzzebHk3PAM,40,-18.7377,-23.6646,Wandsworth,E00023250,186005.31,34,3.7,1223,988352.6777,6059.999999999999,1,-19,-24
39,ChIJ30fEhX0LdkgRBx76SHEiIZQ,40,-59.5084,-22.7246,Richmond upon Thames,E00019165,160986,18,4.400000000000001,314,1035487.803,7330,1,-60,-23
39,ChIJ33YNlEip2EcR4OGo6vbZ1II,40,25.5579,-3.6432,Greenwich,E00007878,131799.08000000002,12,4.7,205,1289307.8199,5990.000000000001,1,26,-4
39,ChIJ34AWBhETdkgR42EUG9u8kFE,40,-62.3077,29.8518,Harrow,E00010693,67962,13,4.5,752,716005.6664,5235,1,-62,30
39,ChIJ35g32d-v2EcRxHcdThU2TEA,40,46.5954,-13.2708,Bexley,E00001925,67974,11,5,81,627470.4153,5000,1,47,-13
39,ChIJ3671GUcGdkgRsqASFyZ3hkM,40,-16.6726,-33.6219,Merton,E00017092,96595,12,4.6,153,879883.8295,4000,1,-17,-34
39,ChIJ36pinZMDdkgRhI2D1fn6klg,40,2.8626,-12.8615,Southwark,E00020512,172136,25,4.5,688,1253383.6262,8840.000000000002,1,3,-13
39,ChIJ38VviEYddkgRvOpGRZ7Jfiw,40,15.1414,15.5035,Tower Hamlets,E00021323,155241.99,26,4.400000000000001,487,1271498.195,6760,1,15,16
39,ChIJ38Y5f2McdkgRGBASpRWMhKk,40,1.1973,28.2469,Hackney,E00008995,117551.35,30,4.7,1191,1333787.127,8140,1,1,28
39,ChIJ38lAkXMJdkgRO4LbmxGegwk,40,-42.0701,-37.9335,Kingston upon Thames,E00015025,182263,13,4.400000000000001,804,1232447.3989,5499.999999999999,1,-42,-38
39,ChIJ3Qblm12q2EcRNoGGbAq-sFQ,40,27.7261,-34.4609,Bromley,E00003270,131512,14,4.3,434,969571.806,5115.000000000001,1,28,-34
39,ChIJ3UH32PIEdkgRB2NQXSABQ7o,40,-7.2401,-3.0224,Lambeth,E00015627,127528.55844155847,33,4.3,1785,1203993.1728,6885,1,-7,-3
39,ChIJ3UynRP-k2EcRxbOmye8FcXg,40,53.9586,29.4401,Barking and Dagenham,E00000497,47461.35,12,4.2,485,727669.8714,4314.999999999999,1,54,29
39,ChIJ3X3PsQ4IdkgRz9wK5W0fVjc,40,-24.0549,-49.0582,Sutton,E00181016,81993.28,27,4.1,2560,534486.0103,3965,1,-24,-49
39,ChIJ3X4j08ek2EcRzrUZgEPmWws,40,62.0091,35.0301,Havering,E00166778,52289,11,4.3,200,518679.34620000003,3980,1,62,35
39,ChIJ3XvB0IsPdkgRo151mr0Kp2k,40,-24.8358,-0.4362,Kensington and Chelsea,E00014299,197115.63999999996,55,4.2,710,1825693.7528,13020,1,-25,-0
39,ChIJ3_L7BbMWdkgRR_UMoMUInp4,40,-44.0611,42.0725,Harrow,E00010636,90489,14,4.2,92,941269.7907,5790.000000000001,1,-44,42
39,ChIJ3_RcuJkFdkgRPLumZHb__1g,40,-18.9879,-9.8952,Wandsworth,E00022911,189097,40,4,1670,921725.7618,7935,1,-19,-10
39,ChIJ3_i2XGsOdkgRcnblPpOl80M,40,-42.1443,0.5744,Ealing,E00165797,109411,24,4.400000000000001,775,865634.2856,7750,1,-42,1
39,ChIJ3_pculwDdkgRPvbpgEsodM8,40,0.9964,3.8095,Southwark,E00020010,160272.35,23,4.5,637,2470082.3254,9630,1,1,4
39,ChIJ3c9WZFYMdkgRuS0-k2vZZ-4,40,-57.1853,-10.5554,Hounslow,E00013244,141276.86,17,4.5,132,915142.6416,6130.000000000001,1,-57,-11
39,ChIJ3cD4TQoGdkgRo0OrhEv1YVo,40,-18.5749,-23.393,Wandsworth,E00023240,226622.62,34,4.2,2719,1025070.442,6349.999999999998,1,-19,-23
39,ChIJ3clx1s6n2EcR7B7oeDPrUFA,40,29.5832,16.8806,Newham,E00182125,83381.24999999999,17,4.5,920,1841769.7225,3530,1,30,17
39,ChIJ3dacWbUcdkgRmClPidtcVwo,40,3.7278,10.5985,Tower Hamlets,E00021687,274443.4300000001,21,4.3,831,3222694.7325,8660.000000000002,1,4,11
39,ChIJ3wBypqmv2EcRaMdaMIIdyk8,40,55.3366,-1.6078,Bexley,E00001630,54284.84,9,4.400000000000001,89,724408.8433,3965,1,55,-2
39,ChIJ3yT2HBKp2EcRC0MIGcoe9Jk,40,35.5343,-11.0806,Greenwich,E00007984,96429.04,11,4.6,197,982017.0793,5300.000000000001,1,36,-11
39,ChIJ4-cYgIOs2EcRWI70cqznCNc,40,45.804,-39.8602,Bromley,E00003952,117019,6,4.5,203,1178573.7878,4945.000000000001,1,46,-40
39,ChIJ40H2hNyp2EcRkNDfIHed95M,40,23.4874,-11.4967,Lewisham,E00016585,97740.96000000002,13,4.6,159,1235034.3203,8019.999999999998,1,23,-11
39,ChIJ40eQBjsddkgRjMVAHOS497U,40,12.5111,15.6351,Tower Hamlets,E00021298,177301.79,32,4.6,1018,1043418.5252,7740,1,13,16
39,ChIJ41WAfLcNdkgRZFy8L6fu_gE,40,-52.9056,-3.4556,Hounslow,E00168878,139175.97999999998,17,4.400000000000001,492,429453.825,4075,1,-53,-3
39,ChIJ42CkrY8FdkgRQNocLApP9m8,40,-21.3974,-11.4578,Wandsworth,E00022713,173980.74000000002,42,4.400000000000001,195,1594919.351,8420,1,-21,-11
39,ChIJ42m60H4ddkgRw__VGDXcrs8,40,19.025,25.6526,Waltham Forest,E00022279,47753,20,4.400000000000001,1205,573791.7717,4760,1,19,26
39,ChIJ47DSSlQOdkgRzEsgVbzLuwo,40,-36.0646,-5.839,Richmond upon Thames,E00019100,178074.99999999997,15,4.400000000000001,1238,1171937.6117,10480,1,-36,-6
39,ChIJ49BHJQgOdkgRs58hxGy1hPA,40,-46.3568,4.3339,Ealing,E00013375,110683.93,22,4.5,476,900003.3246,6500,1,-46,4
39,ChIJ49Xr8b4MdkgRvsmC41cC1_s,40,-64.1899,-17.3443,Richmond upon Thames,E00019326,123945,14,4,1203,853226.5306,6430,1,-64,-17
39,ChIJ4TH2_u4SdkgRuhGu62dVfGk,40,-61.9917,19.4809,Ealing,E00006323,158692,14,4.2,1292,626725.1204,5259.999999999999,1,-62,19
39,ChIJ4TTS0MkCdkgRmGGFTrT6g5I,40,14.8681,7.7427,Tower Hamlets,E00167159,336001,31,4.2,4307,1263505.5538,6130,1,15,8
39,ChIJ4TxuoZcFdkgR0QpKHgIvkyM,40,-18.5475,-10.9922,Wandsworth,E00183105,213866.49,35,4.1,1135,1052739.8497,7859.999999999998,1,-19,-11
39,ChIJ4W6QLJocdkgRR-ZoeX7exsU,40,0.0565,20.41,Islington,E00013517,108585.72000000002,28,4.400000000000001,896,1633779.7733,8650,1,0,20
39,ChIJ4WLPBWRsdkgRC3xCsmjF9MI,40,-83.1273,34.7205,Hillingdon,E00012147,243421,7,4.5,3032,1036365.4702,6155,1,-83,35
39,ChIJ4_01m0YPdkgRQJ-Pctderbc,40,-27.6945,-17.4418,Wandsworth,E00023344,319403,29,4.400000000000001,600,2284081.0721,7990,1,-28,-17
39,ChIJ4_O6T5MSdkgRIHexs30dj3s,40,-62.081,16.8735,Ealing,E00006325,171355,13,4,867,724996.7894,5624.999999999999,1,-62,17
0,ChIJ4aU7Zrir2EcReWtLCpBh2Yg,1,36.5566,-29.3507,Bromley,E00003373,194432,10,4.5,609,769165.72,7070.000000000001,0,37,-29
39,ChIJ4ac36goGdkgRO3hi0fxVxhY,40,-18.0203,-23.1467,Wandsworth,E00023238,246901.85,29,4.5,306,1319023.4484,6665.000000000001,1,-18,-23
1,ChIJ4ayMeJZU30cR2NMcQirgODM,2,40.1428,-63.8737,Bromley,E00003651,1636074,4,4.400000000000001,430,1182360.8266,5895.000000000001,0,40,-64
1,ChIJ4dX96B4GdkgR7uHIkn75i2A,2,-22.1281,-29.2833,Merton,E00016997,153675,24,4,266,865326.7965,6905,0,-22,-29
39,ChIJ4fAHKcUTdkgRUGEBAHjnJnM,40,-50.3559,29.9274,Brent,E00002806,101954,15,4.3,1762,862304.1621,5500,1,-50,30
39,ChIJ4fzfKUoHdkgRN6mDZgBvxaU,40,-1.5643,-47.23,Croydon,E00005825,105466.35,19,4.2,1056,761131.353,3910,1,-2,-47
39,ChIJ4zwEbNQNdkgR_ioyfJfpsNY,40,-47.5172,-5.8966,Richmond upon Thames,E00019350,134983,4,4.3,715,1765247.7413,9150,1,-48,-6
39,ChIJ5-6JJnWp2EcRSvEK4mXCu3s,40,33.0056,-13.3266,Greenwich,E00008091,100803,11,4.3,393,496268.5134,4445,1,33,-13
39,ChIJ5-bTw0ek2EcR0hRDIlQ9XEY,40,53.7652,33.712,Barking and Dagenham,E00000152,62352,9,4.1,612,957021.7868,3850,1,54,34
